Code,Name,Station name Chinese,Station name Tamil,Opening,Name(s) during planning stages,Abbreviation,Location(s),Interchange; Adjacent transportation
Stage 4,Stage 4,Stage 4,Stage 4,Stage 4,Stage 4,Stage 4,Stage 4,Stage 4
—,Tanjong Rhu,丹戎禺,தஞ்சோங் ரூ,2024,Tanjong Rhu / Sandy Point,TRH,Kallang,—
—,Katong Park,加东公园,காத்தோங் பார்க்,2024,Katong Park / Fort Road,KTP,"Kallang, Marine Parade",—
—,Tanjong Katong,丹戎加东,தஞ்சோங் காத்தோங்,2024,Amber / Tanjong Katong,TKT,Marine Parade,—
—,Marine Parade,马林百列,மரீன் பரேட்,2024,Marine Parade / Parkway South,MPR,Marine Parade,—
—,Marine Terrace,马林台,மரீன் டெரஸ்,2024,Marine Terrace / Telok Kurau,MTC,"Bedok, Marine Parade",—
—,Siglap,实乞纳,சிக்லாப்,2024,Siglap / Siglap South,SGL,Bedok,—
—,Bayshore,碧湾,பேஷோர்,2024,Bayshore / Bedok Jetty,BSR,Bedok,—
Stage 5,Stage 5,Stage 5,Stage 5,Stage 5,Stage 5,Stage 5,Stage 5,Stage 5
—,Bedok South,勿洛南,பிடோக் சவுத்,2025,Bedok South / Upper East Coast,BDS,Bedok,Bedok South
—,Sungei Bedok,双溪勿洛,சுங்கை பிடோக்,2025,Sungei Bedok / Eastwood,SGB,Bedok,Downtown Line
Thomson–East Coast Line Extension (TELe),Thomson–East Coast Line Extension (TELe),Thomson–East Coast Line Extension (TELe),Thomson–East Coast Line Extension (TELe),Thomson–East Coast Line Extension (TELe),Thomson–East Coast Line Extension (TELe),Thomson–East Coast Line Extension (TELe),Thomson–East Coast Line Extension (TELe),Thomson–East Coast Line Extension (TELe)
—,Changi Airport Terminal 5,TBA,TBA,2040,Changi Airport,TBA,Changi,Changi Airport Terminal 5
CG2,Changi Airport,樟宜机场,சாங்கி விமானநிலையம்,2040,Changi Airport,CGA,Changi,"Changi Airport
― 
 Changi Airport Terminals 1-4"
CG1  DT35,Expo,博览,எக்ஸ்போ,2040,Somapah,XPO,Tampines,Downtown Line
EW4  CG,Tanah Merah,丹那美拉,தானா மேரா,2040,"Bedok, Changi",TNM,Bedok,East West Line
Jurong Region Line (JRL),Jurong Region Line (JRL),Jurong Region Line (JRL),Jurong Region Line (JRL),Jurong Region Line (JRL),Jurong Region Line (JRL),Jurong Region Line (JRL),Jurong Region Line (JRL),Jurong Region Line (JRL)
Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1
NS4  BP1,Choa Chu Kang,蔡厝港,சுவா சூ காங்,2027,Choa Chu Kang,CCK,Choa Chu Kang,"North South Line
 Bukit Panjang LRT
―
 Choa Chu Kang"
—,Choa Chu Kang West,蔡厝港西,சுவா சூ காங் வெஸ்ட்,2027,Choa Chu Kang West,CKW,Choa Chu Kang,—
—,Tengah,登加,தெங்கா,2027,Tengah,TGH,Tengah,"JRL East Branch
― 
 Tengah"
—,Hong Kah,丰加,ஹோங் காஹ்,2027,Hong Kah,HGK,Tengah,—
—,Corporation,企业,கார்ப்பரெஷன்,2027,Corporation,CPN,Jurong West,—
—,Jurong West,裕廊西,ஜூரோங் வெஸ்ட்,2027,Jurong West,JRW,Jurong West,—
—,Bahar Junction,峇哈路口,பஹார் சந்திப்பு,2027,Bahar Junction,BHJ,Jurong West,JRL West Branch
EW27,Boon Lay,文礼,பூன் லே,2027,Boon Lay,BNL,Jurong West,"East West Line
―
 Boon Lay"
—,Gek Poh,玉宝,ஜெக் போ,2027,Gek Poh,GKP,Jurong West,—
—,Tawas,大华士,தாவாஸ்,2027,Tawas,TWS,Western Water Catchment,—
Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2
—,Tengah Plantation,登加种植,தெங்கா தோட்டம்,2028,Tengah Plantation,TGP,Tengah,—
—,Tengah Park,登加公园,தெங்கா பூங்கா,2028,Tengah Park,TGK,"Bukit Batok, Tengah",—
—,Bukit Batok West,武吉巴督西,புக்கிட் பாத்தோக் வெஸ்ட்,2028,Bukit Batok West,BBW,"Bukit Batok, Jurong East",—
—,Toh Guan,卓源,டோ குவான்,2028,Toh Guan,TGN,Jurong East,—
NS1  EW24,Jurong East,裕廊东,ஜூரோங் கிழக்கு,2028,Jurong East,JUR,Jurong East,"North South Line
 East West Line
―
 Jurong East"
—,Jurong Town Hall,裕廊镇大会堂,ஜுராங் டவுன் ஹால்,2028,Jurong Town Hall,JTH,Jurong East,—
—,Pandan Reservoir,班丹蓄水池,பாண்டன் ரெசவோர்,2028,Pandan Reservoir,PDR,Jurong East,—
Stage 3,Stage 3,Stage 3,Stage 3,Stage 3,Stage 3,Stage 3,Stage 3,Stage 3
—,Enterprise,事业,எண்டர்பிரைஸ்,2029,Enterprise,ETP,Jurong West,—
—,Tukang,都康,துக்காங்,2029,Tukang,TKN,Boon Lay,—
—,Jurong Hill,裕廊山,ஜூரோங் ஹில்,2029,Jurong Hill,JRH,Boon Lay,—
—,Jurong Pier,裕廊渡头,ஜூரோங் பியர்,2029,Jurong Pier,JRP,"Boon Lay, Jurong East",—
—,Nanyang Gateway,南洋门,நன்யாங் கேட்வே,2029,Nanyang Gateway,NYG,Western Water Catchment,—
—,Nanyang Crescent,南洋弯,நன்யாங் க்ரெஸ்ஸன்,2029,Nanyang Crescent,NYC,Western Water Catchment,—
—,Peng Kang Hill,秉光山,பெங் காங் ஹில்,2029,Peng Kang Hill,PKH,Western Water Catchment,—
West Coast Extension,West Coast Extension,West Coast Extension,West Coast Extension,West Coast Extension,West Coast Extension,West Coast Extension,West Coast Extension,West Coast Extension
CC25,Haw Par Villa,虎豹别墅,ஹா பர் வில்லா,TBA,Haw Par Villa,HPV,Queenstown,Circle Line
Cross Island Line (CRL),Cross Island Line (CRL),Cross Island Line (CRL),Cross Island Line (CRL),Cross Island Line (CRL),Cross Island Line (CRL),Cross Island Line (CRL),Cross Island Line (CRL),Cross Island Line (CRL)
Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1,Stage 1
—,Changi Airport Terminal 5,TBA,TBA,TBA,[d],TBA,Changi,Changi Airport Terminal 5
—,Aviation Park,航空园,ஏவியேஷ பார்க்,2030,Aviation Park,AVP,Changi,Changi Ferry Terminal
—,Loyang,罗央,லோயாங்,2030,Loyang,LYG,Pasir Ris,—
—,Pasir Ris East,巴西立东,பாசிர் ரிஸ் ஈஸ்ட்,2030,Pasir Ris East,PRE,Pasir Ris,—
EW1,Pasir Ris,巴西立,பாசிர் ரிஸ்,2030,Pasir Ris,PSR,Pasir Ris,"East West Line
―
 Pasir Ris"
—,Tampines North,淡滨尼北,தெம்பினிஸ் நார்த்,2030,Tampines North,TPN,Tampines,Tampines North
—,Defu,德福,டெஃபு,2030,"Defu, Tampines Road",DFU,Hougang,—
NE14,Hougang,后港,ஹவ்காங்,2030,Hougang,HGN,Hougang,"North East Line
―
 Hougang Central"
—,Serangoon North,实龙岗北,சிராங்கூன் நார்த்,2030,Serangoon North,SRN,"Hougang, Serangoon",—
—,Tavistock,达维士笃,தெவிஸ்தொக்,2030,Tavistock,TVK,Serangoon,—
NS16,Ang Mo Kio,宏茂桥,அங் மோ கியோ,2030,Ang Mo Kio,AMK,Ang Mo Kio,"North South Line
―
 Ang Mo Kio"
—,Teck Ghee,德义,டெக் கீ,2030,Teck Ghee,TGE,"Ang Mo Kio, Bishan",—
TE7,Bright Hill,光明山,பிரைட் ஹில்,2030,Bright Hill,BRH,Bishan,Thomson–East Coast Line
Punggol Extension (CRLe),Punggol Extension (CRLe),Punggol Extension (CRLe),Punggol Extension (CRLe),Punggol Extension (CRLe),Punggol Extension (CRLe),Punggol Extension (CRLe),Punggol Extension (CRLe),Punggol Extension (CRLe)
—,Elias,伊莱雅,இலியாஸ்,2032,Elias,PRL,Pasir Ris,—
PE4,Riviera,里维拉,ரிவியாரா,2032,Riviera,RIV,Punggol,PGLRT East Loop
NE17  PTC,Punggol,榜鹅,பொங்கோல்,2032,Punggol,PGL,Punggol,"North East Line
 Punggol LRT
―
 Punggol"
